uclalsc_uars100_308_001a.jpg,patio,terrace,rain barrel,tub,vat,pot,flowerpot,barbershop
uclalsc_uars100_611_003.jpg,cellular telephone,cellular phone,cellphone,cell,mobile phone,harmonica,mouth organ,harp,mouth harp,abaya,Loafer,notebook,notebook computer
uclalsc_uars100_1020_002a.jpg,medicine chest,medicine cabinet,beer bottle,tobacco shop,tobacconist shop,tobacconist,vending machine,thimble
uclalsc_uars100_883_001.jpg,shower curtain,window shade,window screen,theater curtain,theatre curtain,flagpole,flagstaff
uclalsc_uars100_352_002a.jpg,ballplayer,baseball player,baseball,rugby ball,football helmet,soccer ball
uclalsc_uars100_611_017.jpg,pajama,pyjama,pj's,jammies,trench coat,academic gown,academic robe,judge's robe,kimono,suit,suit of clothes
uclalsc_uars100_637_001.jpg,book jacket,dust cover,dust jacket,dust wrapper,web site,website,internet site,site,television,television system,envelope,monitor
uclalsc_uars100_714_004a.jpg,parallel bars,bars,volleyball,ballplayer,baseball player,fire engine,fire truck,horizontal bar,high bar
uclalsc_uars100_1214_012a.jpg,airship,dirigible,cliff,drop,drop-off,parachute,chute,aircraft carrier,carrier,flattop,attack aircraft carrier,mousetrap
uclalsc_uars100_272_044a.jpg,desk,paper towel,barber chair,barbershop,shoe shop,shoe-shop,shoe store
uclalsc_uars100_930_001a.jpg,mortarboard,shoe shop,shoe-shop,shoe store,jigsaw puzzle,laptop,laptop computer,book jacket,dust cover,dust jacket,dust wrapper
uclalsc_uars100_779_003.jpg,bell cote,bell cot,chime,bell,gong,vault,monastery,thimble
uclalsc_uars100_206_013.jpg,library,church,church building,academic gown,academic robe,judge's robe,prison,prison house,bannister,banister,balustrade,balusters,handrail
uclalsc_uars100_573_004a.jpg,barbershop,restaurant,eating house,eating place,eatery,cinema,movie theater,movie theatre,movie house,picture palace,television,television system,bakery,bakeshop,bakehouse
uclalsc_uars100_1079_008a.jpg,catamaran,schooner,solar dish,solar collector,solar furnace,canoe,wreck
uclalsc_uars100_493_019a.jpg,balance beam,beam,parallel bars,bars,horizontal bar,high bar,maillot,tank suit,knee pad
uclalsc_uars100_166_012a.jpg,suit,suit of clothes,breakwater,groin,groyne,mole,bulwark,seawall,jetty,trench coat,groom,bridegroom,Loafer
uclalsc_uars100_780_021.jpg,medicine chest,medicine cabinet,theater curtain,theatre curtain,wardrobe,closet,press,home theater,home theatre,entertainment center
uclalsc_uars100_776_041a.jpg,worm fence,snake fence,snake-rail fence,Virginia fence,turnstile,airship,dirigible,library,lumbermill,sawmill
uclalsc_uars100_850_009a.jpg,book jacket,dust cover,dust jacket,dust wrapper,web site,website,internet site,site,comic book,castle,prison,prison house
